isolate	scheme	ST	adk	fumC	gyrB	icd	mdh	purA	recA
GCF_001663475.1_ASM166347v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_001675145.1_ASM167514v1	ecoli_achtman_4	127	adk(13)	fumC(14)	gyrB(19)	icd(36)	mdh(23)	purA(11)	recA(10)
GCF_001677475.2_ASM167747v2	ecoli_achtman_4	1176	adk(146)	fumC(171)	gyrB(141)	icd(155)	mdh(118)	purA(120)	recA(107)
GCF_001677495.1_ASM167749v1	ecoli_achtman_4	718	adk(6)	fumC(19)	gyrB(3)	icd(26)	mdh(9)	purA(8)	recA(6)
GCF_001677515.1_ASM167751v1	ecoli_achtman_4	329	adk(64)	fumC(4)	gyrB(5)	icd(83)	mdh(24)	purA(8)	recA(6)
GCF_001678925.1_ASM167892v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_001678965.1_ASM167896v1	ecoli_achtman_4	718	adk(6)	fumC(19)	gyrB(3)	icd(26)	mdh(9)	purA(8)	recA(6)
GCF_001679985.1_ASM167998v1	ecoli_achtman_4	7051	adk(653)	fumC(19)	gyrB(270)	icd(26)	mdh(11)	purA(8)	recA(7)
GCF_001682305.2_ASM168230v2	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001683435.1_ASM168343v1	ecoli_achtman_4	127	adk(13)	fumC(14)	gyrB(19)	icd(36)	mdh(23)	purA(11)	recA(10)
GCF_001693315.1_ASM169331v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_001693635.1_ASM169363v1	ecoli_achtman_4	359	adk(43)	fumC(41)	gyrB(15)	icd(90)	mdh(11)	purA(8)	recA(6)
GCF_001695515.1_ASM169551v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001721125.1_ASM172112v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_001721225.1_ASM172122v1	ecoli_achtman_4	-	adk(437)	fumC(46)	gyrB(69)	icd(1)	mdh(~20)	purA(34)	recA(50)
GCF_001721525.1_ASM172152v1	ecoli_achtman_4	648	adk(92)	fumC(4)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_001723505.1_ASM172350v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_001735705.1_ASM173570v1	ecoli_achtman_4	-	adk(~10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(18)	recA(2)
GCF_001750845.1_ASM175084v1	ecoli_achtman_4	4	adk(6)	fumC(5)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001753445.1_ASM175344v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753465.1_ASM175346v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753485.1_ASM175348v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753505.1_ASM175350v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753525.1_ASM175352v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753545.1_ASM175354v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001753565.1_ASM175356v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001806265.1_ASM180626v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001806285.1_ASM180628v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001860505.1_ASM186050v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_001865295.1_ASM186529v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001874485.1_ASM187448v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_001886535.1_ASM188653v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_001886555.1_ASM188655v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_001886575.1_ASM188657v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_001886755.1_ASM188675v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_001886895.1_ASM188689v1	ecoli_achtman_4	678	adk(6)	fumC(6)	gyrB(5)	icd(136)	mdh(9)	purA(7)	recA(7)
GCF_001886935.1_ASM188693v1	ecoli_achtman_4	679	adk(6)	fumC(95)	gyrB(5)	icd(1)	mdh(9)	purA(8)	recA(6)
GCF_001888075.1_ASM188807v1	ecoli_achtman_4	4	adk(6)	fumC(5)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001890205.1_ASM189020v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890225.1_ASM189022v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890245.1_ASM189024v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890265.1_ASM189026v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890285.2_ASM189028v2	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890305.1_ASM189030v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890325.1_ASM189032v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890345.1_ASM189034v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_001890365.1_ASM189036v1	ecoli_achtman_4	38	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_001900295.1_ASM190029v1	ecoli_achtman_4	38	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_001900315.1_ASM190031v1	ecoli_achtman_4	7063	adk(35)	fumC(3)	gyrB(234)	icd(6)	mdh(5)	purA(16)	recA(4)
GCF_001900335.1_ASM190033v1	ecoli_achtman_4	109	adk(6)	fumC(6)	gyrB(1)	icd(16)	mdh(9)	purA(13)	recA(2)
GCF_001900355.1_ASM190035v1	ecoli_achtman_4	109	adk(6)	fumC(6)	gyrB(1)	icd(16)	mdh(9)	purA(13)	recA(2)
GCF_001900375.1_ASM190037v1	ecoli_achtman_4	224	adk(6)	fumC(4)	gyrB(33)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_001900395.1_ASM190039v1	ecoli_achtman_4	12	adk(13)	fumC(13)	gyrB(9)	icd(13)	mdh(16)	purA(10)	recA(9)
GCF_001900415.1_ASM190041v1	ecoli_achtman_4	197	adk(60)	fumC(4)	gyrB(5)	icd(1)	mdh(8)	purA(47)	recA(2)
GCF_001900435.1_ASM190043v1	ecoli_achtman_4	197	adk(60)	fumC(4)	gyrB(5)	icd(1)	mdh(8)	purA(47)	recA(2)
GCF_001900455.1_ASM190045v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001900475.1_ASM190047v1	ecoli_achtman_4	297	adk(6)	fumC(65)	gyrB(32)	icd(26)	mdh(9)	purA(8)	recA(2)
GCF_001900495.1_ASM190049v1	ecoli_achtman_4	2522	adk(6)	fumC(29)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(2)
GCF_001900515.1_ASM190051v1	ecoli_achtman_4	20	adk(6)	fumC(4)	gyrB(3)	icd(18)	mdh(7)	purA(7)	recA(6)
GCF_001900535.1_ASM190053v1	ecoli_achtman_4	295	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(9)	purA(2)	recA(7)
GCF_001900555.1_ASM190055v1	ecoli_achtman_4	1426	adk(6)	fumC(4)	gyrB(12)	icd(9)	mdh(9)	purA(12)	recA(7)
GCF_001900575.1_ASM190057v1	ecoli_achtman_4	7064	adk(10)	fumC(956)	gyrB(109)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001900595.1_ASM190059v1	ecoli_achtman_4	-	adk(9)	fumC(23)	gyrB(33)	icd(18,18)	mdh(11)	purA(8)	recA(6)
GCF_001900615.1_ASM190061v1	ecoli_achtman_4	373	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(2)
GCF_001900635.1_ASM190063v1	ecoli_achtman_4	90	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(8)	recA(7)
GCF_001900655.1_ASM190065v1	ecoli_achtman_4	-	adk(10)	fumC(~1215)	gyrB(4)	icd(8)	mdh(~564)	purA(8)	recA(2)
GCF_001900675.1_ASM190067v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_001900695.1_ASM190069v1	ecoli_achtman_4	1196	adk(6)	fumC(6)	gyrB(33)	icd(26)	mdh(11)	purA(8)	recA(2)
GCF_001900715.1_ASM190071v1	ecoli_achtman_4	-	adk(10)	fumC(~1215)	gyrB(4)	icd(8)	mdh(~564)	purA(8)	recA(2)
GCF_001900735.1_ASM190073v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_001900775.1_ASM190077v1	ecoli_achtman_4	193	adk(10)	fumC(7)	gyrB(4)	icd(12)	mdh(8)	purA(8)	recA(2)
GCF_001900795.1_ASM190079v1	ecoli_achtman_4	46	adk(8)	fumC(7)	gyrB(1)	icd(8)	mdh(8)	purA(8)	recA(6)
GCF_001900815.1_ASM190081v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_001900835.1_ASM190083v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_001900885.1_ASM190088v1	ecoli_achtman_4	1706	adk(6)	fumC(29)	gyrB(12)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_001900905.1_ASM190090v1	ecoli_achtman_4	3519	adk(6)	fumC(8)	gyrB(32)	icd(159)	mdh(9)	purA(23)	recA(7)
GCF_001900925.1_ASM190092v1	ecoli_achtman_4	1706	adk(6)	fumC(29)	gyrB(12)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_001900945.1_ASM190094v1	ecoli_achtman_4	-	adk(6)	fumC(95)	gyrB(33)	icd(18)	mdh(9,9)	purA(8,8)	recA(14)
GCF_001900965.1_ASM190096v1	ecoli_achtman_4	-	adk(~6)	fumC(19)	gyrB(32)	icd(135)	mdh(11)	purA(8)	recA(6)
GCF_001900985.1_ASM190098v1	ecoli_achtman_4	218	adk(10)	fumC(11)	gyrB(4)	icd(12)	mdh(8)	purA(8)	recA(2)
GCF_001901005.1_ASM190100v1	ecoli_achtman_4	345	adk(6)	fumC(4)	gyrB(14)	icd(1)	mdh(20)	purA(62)	recA(7)
GCF_001901025.1_ASM190102v1	ecoli_achtman_4	1081	adk(6)	fumC(4)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(2)
GCF_001901045.1_ASM190104v1	ecoli_achtman_4	1081	adk(6)	fumC(4)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(2)
GCF_001901065.1_ASM190106v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901085.1_ASM190108v1	ecoli_achtman_4	5082	adk(6)	fumC(4)	gyrB(3)	icd(18)	mdh(11)	purA(8)	recA(2)
GCF_001901105.1_ASM190110v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901125.1_ASM190112v1	ecoli_achtman_4	6994	adk(63)	fumC(29)	gyrB(3)	icd(26)	mdh(9)	purA(8)	recA(7)
GCF_001901145.1_ASM190114v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901165.1_ASM190116v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901185.1_ASM190118v1	ecoli_achtman_4	1081	adk(6)	fumC(4)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(2)
GCF_001901215.1_ASM190121v1	ecoli_achtman_4	278	adk(9)	fumC(23)	gyrB(64)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901315.1_ASM190131v1	ecoli_achtman_4	216	adk(10)	fumC(11)	gyrB(57)	icd(8)	mdh(7)	purA(18)	recA(6)
GCF_001901365.1_ASM190136v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001901405.1_ASM190140v1	ecoli_achtman_4	517	adk(109)	fumC(65)	gyrB(5)	icd(1)	mdh(9)	purA(13)	recA(14)
GCF_001901425.1_ASM190142v1	ecoli_achtman_4	20	adk(6)	fumC(4)	gyrB(3)	icd(18)	mdh(7)	purA(7)	recA(6)
GCF_001901445.1_ASM190144v1	ecoli_achtman_4	3501	adk(6)	fumC(95)	gyrB(15)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_001901465.1_ASM190146v1	ecoli_achtman_4	3574	adk(6)	fumC(41)	gyrB(33)	icd(16)	mdh(9)	purA(8)	recA(6)
GCF_001932515.1_ASM193251v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_001936315.1_ASM193631v1	ecoli_achtman_4	189	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(8)	recA(49)
GCF_001971765.1_ASM197176v1	ecoli_achtman_4	1011	adk(6)	fumC(4)	gyrB(159)	icd(44)	mdh(112)	purA(1)	recA(17)
GCF_001999185.1_ASM199918v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_002007705.1_ASM200770v1	ecoli_achtman_4	-	adk(10)	fumC(~11)	gyrB(4)	icd(852)	mdh(8)	purA(8)	recA(2)
GCF_002009315.1_ASM200931v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_002011945.1_ASM201194v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_002011965.1_ASM201196v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002011985.1_ASM201198v1	ecoli_achtman_4	393	adk(18)	fumC(106)	gyrB(17)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_002012005.1_ASM201200v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_002012025.1_ASM201202v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012045.1_ASM201204v1	ecoli_achtman_4	38	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(5)	purA(5)	recA(19)
GCF_002012065.1_ASM201206v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012085.1_ASM201208v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012105.1_ASM201210v1	ecoli_achtman_4	540	adk(6)	fumC(7)	gyrB(57)	icd(1)	mdh(8)	purA(8)	recA(2)
GCF_002012125.1_ASM201212v1	ecoli_achtman_4	44	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(7)
GCF_002012145.1_ASM201214v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012165.1_ASM201216v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012205.1_ASM201220v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012225.1_ASM201222v1	ecoli_achtman_4	648	adk(92)	fumC(4)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_002012245.1_ASM201224v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012265.1_ASM201226v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002012305.1_ASM201230v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002024865.1_ASM202486v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_002055605.1_ASM205560v1	ecoli_achtman_4	300	adk(77)	fumC(7)	gyrB(72)	icd(18)	mdh(53)	purA(56)	recA(7)
GCF_002055635.1_ASM205563v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_002056065.1_ASM205606v1	ecoli_achtman_4	1408	adk(8)	fumC(7)	gyrB(5)	icd(220)	mdh(8)	purA(8)	recA(2)
GCF_002056145.1_ASM205614v1	ecoli_achtman_4	1809	adk(6)	fumC(4)	gyrB(12)	icd(250)	mdh(20)	purA(18)	recA(7)
GCF_002056635.1_ASM205663v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002057245.1_ASM205724v1	ecoli_achtman_4	300	adk(77)	fumC(7)	gyrB(72)	icd(18)	mdh(53)	purA(56)	recA(7)
GCF_002057355.1_ASM205735v1	ecoli_achtman_4	327	adk(6)	fumC(4)	gyrB(4)	icd(85)	mdh(43)	purA(12)	recA(7)
GCF_002058765.1_ASM205876v1	ecoli_achtman_4	1266	adk(168)	fumC(184)	gyrB(53)	icd(140)	mdh(24)	purA(85)	recA(42)
GCF_002077195.1_ASM207719v1	ecoli_achtman_4	1434	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(7)	purA(8)	recA(6)
GCF_002078275.1_ASM207827v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_002078295.1_ASM207829v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_002079225.1_ASM207922v1	ecoli_achtman_4	1721	adk(222)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_002090355.1_ASM209035v1	ecoli_achtman_4	-	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(-)
GCF_002105735.1_ASM210573v1	ecoli_achtman_4	1434	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(7)	purA(8)	recA(6)
GCF_002116715.2_ASM211671v2	ecoli_achtman_4	602	adk(6)	fumC(19)	gyrB(33)	icd(26)	mdh(11)	purA(8)	recA(6)
GCF_002118095.1_ASM211809v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_002142675.1_ASM214267v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_002142695.1_ASM214269v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_002142715.1_ASM214271v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002156825.1_ASM215682v1	ecoli_achtman_4	294	adk(6)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(55)	recA(12)
GCF_002156845.1_ASM215684v1	ecoli_achtman_4	294	adk(6)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(55)	recA(12)
GCF_002157245.1_ASM215724v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002163655.1_ASM216365v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_002163695.1_ASM216369v1	ecoli_achtman_4	154	adk(6)	fumC(6)	gyrB(5)	icd(10)	mdh(9)	purA(8)	recA(6)
GCF_002163935.1_ASM216393v1	ecoli_achtman_4	1147	adk(6)	fumC(4)	gyrB(4)	icd(18)	mdh(135)	purA(7)	recA(6)
GCF_002164595.2_ASM216459v2	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_002164635.4_ASM216463v4	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_002164645.3_ASM216464v3	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_002164865.2_ASM216486v2	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_002164975.2_ASM216497v2	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_002165095.2_ASM216509v2	ecoli_achtman_4	156	adk(6)	fumC(29)	gyrB(32)	icd(16)	mdh(11)	purA(8)	recA(44)
GCF_002165115.2_ASM216511v2	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_002180055.1_ASM218005v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_002180095.1_ASM218009v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_002180135.1_ASM218013v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_002180195.1_ASM218019v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002180215.1_ASM218021v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_002180275.1_ASM218027v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_002192275.1_ASM219227v1	ecoli_achtman_4	617	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_002192295.1_ASM219229v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_002193095.1_ASM219309v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002196475.1_ASM219647v1	ecoli_achtman_4	219	adk(58)	fumC(53)	gyrB(53)	icd(58)	mdh(24)	purA(1)	recA(42)
GCF_002196495.1_ASM219649v1	ecoli_achtman_4	219	adk(58)	fumC(53)	gyrB(53)	icd(58)	mdh(24)	purA(1)	recA(42)
GCF_002201835.1_ASM220183v1	ecoli_achtman_4	1284	adk(10)	fumC(4)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(73)
GCF_002202175.1_ASM220217v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_002208865.2_ASM220886v2	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_002209105.2_ASM220910v2	ecoli_achtman_4	678	adk(6)	fumC(6)	gyrB(5)	icd(136)	mdh(9)	purA(7)	recA(7)
GCF_002211725.1_ASM221172v1	ecoli_achtman_4	635	adk(6)	fumC(107)	gyrB(1)	icd(95)	mdh(69)	purA(8)	recA(7)
GCF_002214205.1_ASM221420v1	ecoli_achtman_4	1485	adk(92)	fumC(231)	gyrB(87)	icd(96)	mdh(70)	purA(58)	recA(2)
GCF_002214745.2_ASM221474v2	ecoli_achtman_4	678	adk(6)	fumC(6)	gyrB(5)	icd(136)	mdh(9)	purA(7)	recA(7)
GCF_002215095.1_ASM221509v1	ecoli_achtman_4	141	adk(13)	fumC(52)	gyrB(10)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_002220215.1_ASM222021v1	ecoli_achtman_4	2521	adk(6)	fumC(19)	gyrB(3)	icd(135)	mdh(11)	purA(8)	recA(6)
GCF_002220265.1_ASM222026v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_002237305.1_ASM223730v1	ecoli_achtman_4	1858	adk(13)	fumC(14)	gyrB(10)	icd(14)	mdh(17)	purA(11)	recA(85)
GCF_002237325.1_ASM223732v1	ecoli_achtman_4	155	adk(6)	fumC(4)	gyrB(14)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_002246595.2_ASM224659v3	ecoli_achtman_4	34	adk(10)	fumC(11)	gyrB(4)	icd(1)	mdh(8)	purA(8)	recA(2)
GCF_002249955.1_ASM224995v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_002269325.1_ASM226932v1	ecoli_achtman_4	4	adk(6)	fumC(5)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_002278115.2_ASM227811v2	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
