Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
GCF_000618905.3_ASM61890v3_genomic	-	O39	H9	O39:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O39-1-wzx-origin;O39-2-wzy-origin;H9-5-fliC;	99.932;100;99.95;	100;100;100;	NZ_CP050998.1;NZ_CP050998.1;NZ_CP050998.1;	4880656-4882134;4884127-4885374;5083235-5085247;	1479;1248;2013;	v1.0 (11-03-2020)	-
GCF_000662395.1_ASM66239v1_genomic	-	O145	-	O145:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O145-2-wzx-origin;O145-5-wzy-origin;	100;100;	100;100;	NZ_CP007133.1;NZ_CP007133.1;	2566742-2567980;2565547-2566734;	1239;1188;	v1.0 (11-03-2020)	-
GCF_000671295.1_ASM67129v1_genomic	-	O145	-	O145:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O145-3-wzx-origin;O145-21-wzy;	100;100;	100;100;	NZ_CP007136.1;NZ_CP007136.1;	2639061-2640299;2637903-2639053;	1239;1151;	v1.0 (11-03-2020)	-
GCF_000714595.1_ASM71459v1_genomic	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-4-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP007799.1;NZ_CP007799.1;NZ_CP007799.1;	2372054-2373310;2370711-2372054;2130338-2132125;	1257;1344;1788;	v1.0 (11-03-2020)	-
GCF_000725305.1_ASM72530v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP008801.1;NZ_CP008801.1;NZ_CP008801.1;	2084042-2085289;2081765-2082931;1977815-1979311;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000730345.1_ASM73034v1_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP008805.1;NZ_CP008805.1;NZ_CP008805.1;	2746028-2747419;2748121-2749287;2530208-2531965;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_000732965.1_ASM73296v1_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP008957.1;NZ_CP008957.1;NZ_CP008957.1;	2871526-2872917;2873619-2874785;2718842-2720599;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_000743255.1_ASM74325v1_genomic	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009072.1;NZ_CP009072.1;NZ_CP009072.1;	5061057-5062313;5059714-5061057;3138916-3140703;	1257;1344;1788;	v1.0 (11-03-2020)	-
GCF_000750555.1_ASM75055v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009273.1;NZ_CP009273.1;NZ_CP009273.1;	2101818-2103065;2099541-2100707;1995591-1997087;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000784925.1_ASM78492v1_genomic	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	NZ_CP009859.1;NZ_CP009859.1;NZ_CP009859.1;	2397328-2398554;2394056-2395060;2203028-2204674;	1227;1005;1653;	v1.0 (11-03-2020)	-
GCF_000800215.1_ASM80021v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009644.1;NZ_CP009644.1;NZ_CP009644.1;	2098446-2099693;2096169-2097335;1983099-1984595;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000800765.1_ASM80076v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009789.1;NZ_CP009789.1;NZ_CP009789.1;	2098447-2099694;2096170-2097336;1983100-1984596;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000801165.1_ASM80116v1_genomic	-	O104	H7	O104:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O104-5-wzx-origin;O104-13-wzy;H7-6-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009104.1;NZ_CP009104.1;NZ_CP009104.1;	3024415-3025605;3026921-3028033;2870119-2871876;	1191;1113;1758;	v1.0 (11-03-2020)	-
GCF_000801185.2_ASM80118v2_genomic	-	O104	H21	O104:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O104-5-wzx-origin;O104-13-wzy;H21-12-fliC;	100;100;100;	100;100;100;	NZ_CP009106.2;NZ_CP009106.2;NZ_CP009106.2;	2938140-2939330;2940646-2941758;2819793-2821268;	1191;1113;1476;	v1.0 (11-03-2020)	-
GCF_000801205.1_ASM80120v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP009685.1;NZ_CP009685.1;NZ_CP009685.1;	1590567-1591814;1592925-1594091;1696545-1698041;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000803705.1_ASM80370v1_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010304.1;NZ_CP010304.1;NZ_CP010304.1;	2709187-2710578;2711280-2712446;2493131-2494888;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_000813165.1_ASM81316v1_genomic	-	O2/O50	H5	O2/O50:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP005930.1;NZ_CP005930.1;NZ_CP005930.1;	143047-144309;140372-141334;4225479-4226789;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_000814145.2_ASM81414v2_genomic	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-20-wzt;H9-3-fliC;	100;100;100;	100;100;100;	NZ_CP010371.1;NZ_CP010371.1;NZ_CP010371.1;	2184923-2185708;2183625-2184920;2088947-2090959;	786;1296;2013;	v1.0 (11-03-2020)	-
GCF_000819645.1_ASM81964v1_genomic	-	O78	H19	O78:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H19-2-fliC-origin;	100;99.911;99.946;	100;100;100;	NZ_CP010315.1;NZ_CP010315.1;NZ_CP010315.1;	2364697-2366112;2368839-2369960;2184940-2186781;	1416;1122;1842;	v1.0 (11-03-2020)	-
GCF_000827105.1_ASM82710v1_genomic	-	O157	H16	O157:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O157-5-wzx-origin;O157-9-wzy-origin;H16-25-fliC;	100;100;99.365;	100;100;100;	NZ_CP007592.1;NZ_CP007592.1;NZ_CP007592.1;	2495329-2496720;2497422-2498606;2324762-2326327;	1392;1185;1575;	v1.0 (11-03-2020)	-
GCF_000829985.1_ASM82998v1_genomic	-	O70	H32	O70:H32	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O70-1-wzx-origin;O70-2-wzy-origin;H32-2-fliC;	100;100;100;	100;100;100;	NZ_CP009166.1;NZ_CP009166.1;NZ_CP009166.1;	2319875-2321125;2317098-2318378;2202814-2204526;	1251;1281;1713;	v1.0 (11-03-2020)	-
GCF_000830035.1_ASM83003v1_genomic	-	O7	-	O7:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O7-2-wzx-origin;O7-39-wzy;	100;100;	100;100;	NZ_CP010585.1;NZ_CP010585.1;	2007194-2008618;2002756-2003482;	1425;727;	v1.0 (11-03-2020)	-
GCF_000831565.1_ASM83156v1_genomic	-	O108	H2	O108:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O108-5-wzx-origin;O108-4-wzy-origin;H2-16-fliC;	100;100;100;	100;100;100;	NZ_CP010344.1;NZ_CP010344.1;NZ_CP010344.1;	2195223-2196344;2194046-2195236;2082854-2084347;	1122;1191;1494;	v1.0 (11-03-2020)	-
GCF_000833145.1_ASM83314v1_genomic	-	O7	-	O7:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O7-2-wzx-origin;O7-39-wzy;	100;100;	100;100;	NZ_CP010816.1;NZ_CP010816.1;	1976359-1977783;1971921-1972647;	1425;727;	v1.0 (11-03-2020)	-
GCF_000833635.2_ASM83363v2_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011124.1;NZ_CP011124.1;NZ_CP011124.1;	2765235-2766482;2767593-2768759;2871213-2872709;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000931565.1_ASM93156v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP010876.1;NZ_CP010876.1;NZ_CP010876.1;	2267211-2268470;2263996-2265058;2097343-2098392;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_000952955.1_EcRV308Chr_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LM995446.1;NZ_LM995446.1;NZ_LM995446.1;	2056392-2057639;2054115-2055281;1950165-1951661;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000953515.1_EcHMS174Chr_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LM993812.1;NZ_LM993812.1;NZ_LM993812.1;	2059944-2061191;2057667-2058833;1953718-1955214;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000967155.2_HUSEC2011CHR1_genomic	-	O104	H4	O104:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O104-16-wzx;O104-13-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	NZ_HF572917.1;NZ_HF572917.1;NZ_HF572917.1;	2498234-2499424;2500740-2501852;2351591-2352640;	1191;1113;1050;	v1.0 (11-03-2020)	-
GCF_000968515.1_ASM96851v1_genomic	-	O12	H4	O12:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O12-1-wzx-origin;O12-2-wzy-origin;H4-2-fliC-origin;	100;99.909;99.81;	100;100;100;	NZ_CP011134.1;NZ_CP011134.1;NZ_CP011134.1;	2223192-2224451;2222077-2223179;2078222-2079271;	1260;1104;1050;	v1.0 (11-03-2020)	-
GCF_000971615.1_ASM97161v1_genomic	-	-	H14	-:H14	-	Based on 1 allele(s)	fliC:1;	H14-3-fliC;	100;	100;	NZ_CP011018.1;	477361-479013;	1653;	v1.0 (11-03-2020)	-
GCF_000974405.1_ASM97440v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010438.1;NZ_CP010438.1;NZ_CP010438.1;	2863190-2864437;2860913-2862079;2756999-2758495;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974465.1_ASM97446v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010439.1;NZ_CP010439.1;NZ_CP010439.1;	2848004-2849251;2845727-2846893;2741813-2743309;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974505.1_ASM97450v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010440.1;NZ_CP010440.1;NZ_CP010440.1;	2864632-2865879;2862355-2863521;2758442-2759938;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974535.1_ASM97453v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010441.1;NZ_CP010441.1;NZ_CP010441.1;	2851095-2852342;2848818-2849984;2744904-2746400;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974575.1_ASM97457v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010442.1;NZ_CP010442.1;NZ_CP010442.1;	2903893-2905140;2901616-2902782;2797702-2799198;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974825.1_ASM97482v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010443.1;NZ_CP010443.1;NZ_CP010443.1;	2850321-2851568;2848044-2849210;2744130-2745626;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974865.1_ASM97486v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010444.1;NZ_CP010444.1;NZ_CP010444.1;	2853090-2854337;2850813-2851979;2746900-2748396;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000974885.1_ASM97488v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP010445.1;NZ_CP010445.1;NZ_CP010445.1;	2905128-2906375;2902851-2904017;2798901-2800397;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000978815.2_ASM97881v2_genomic	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	NZ_CP076232.1;	3465794-3467551;	1758;	v1.0 (11-03-2020)	-
GCF_000978845.2_ASM97884v2_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP076230.1;NZ_CP076230.1;NZ_CP076230.1;	2016158-2017549;2014290-2015456;2230532-2232289;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_000981485.1_EcoliK12AG100_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LN832404.1;NZ_LN832404.1;NZ_LN832404.1;	2111273-2112520;2108996-2110162;2005046-2006542;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000986765.1_ASM98676v1_genomic	-	O104	H4	O104:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O104-16-wzx;O104-13-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011331.1;NZ_CP011331.1;NZ_CP011331.1;	1259180-1260370;1256752-1257864;1405964-1407013;	1191;1113;1050;	v1.0 (11-03-2020)	-
GCF_000987875.1_ASM98787v1_genomic	-	O78	H11	O78:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-3-wzx;O78-6-wzy;H11-4-fliC;	100;100;100;	100;100;100;	NZ_CP007594.1;NZ_CP007594.1;NZ_CP007594.1;	2335005-2336420;2339147-2340268;2180572-2182030;	1416;1122;1459;	v1.0 (11-03-2020)	-
GCF_000988355.1_ASM98835v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011320.1;NZ_CP011320.1;NZ_CP011320.1;	2105586-2106833;2103309-2104475;1999359-2000855;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000988385.1_ASM98838v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011321.1;NZ_CP011321.1;NZ_CP011321.1;	2100048-2101295;2097771-2098937;1993821-1995317;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000988425.1_ASM98842v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011322.1;NZ_CP011322.1;NZ_CP011322.1;	2100047-2101294;2097770-2098936;1993820-1995316;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_000988465.1_ASM98846v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011324.1;NZ_CP011324.1;NZ_CP011324.1;	2100048-2101295;2097771-2098937;1993821-1995317;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001007915.1_ASM100791v1_genomic	-	O96	H19	O96:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O96-1-wzx-origin;O96-2-wzy-origin;H19-4-fliC;	100;100;99.945;	100;100;100;	NZ_CP011416.1;NZ_CP011416.1;NZ_CP011416.1;	257085-258332;253777-255027;126665-128496;	1248;1251;1832;	v1.0 (11-03-2020)	-
GCF_001020945.2_ASM102094v2_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011342.2;NZ_CP011342.2;NZ_CP011342.2;	2089191-2090438;2086914-2088080;1982964-1984460;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001021005.2_ASM102100v2_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011343.2;NZ_CP011343.2;NZ_CP011343.2;	2088495-2089742;2086218-2087384;1982315-1983811;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001021595.1_ASM102159v1_genomic	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP007275.1;NZ_CP007275.1;NZ_CP007275.1;	1379849-1381096;1378602-1379790;1124039-1125796;	1248;1189;1758;	v1.0 (11-03-2020)	-
GCF_001021615.1_APECO18_genomic	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;99.943;	100;100;100;	NZ_CP006830.1;NZ_CP006830.1;NZ_CP006830.1;	1113723-1114970;1112476-1113664;896096-897853;	1248;1189;1758;	v1.0 (11-03-2020)	-
GCF_001021635.2_ASM102163v2_genomic	-	O2	H4	O2:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-10-wzx;O2-17-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP006834.2;NZ_CP006834.2;NZ_CP006834.2;	3244205-3245467;3241532-3242494;3095852-3096901;	1263;963;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_001029125.1_ASM102912v1_genomic	-	O9	H4	O9:H4	-	Based on 3 allele(s)	wzm:0.954;wzt:0.991;fliC:1;	O9-2-wzm-origin;O9-20-wzt;H4-15-fliC;	95.42;99.074;100;	100;100;100;	NZ_CP006636.1;NZ_CP006636.1;NZ_CP006636.1;	2088900-2089685;2087602-2088897;1966202-1967251;	786;1296;1050;	v1.0 (11-03-2020)	-
GCF_001039415.1_ASM103941v1_genomic	-	O7	-	O7:-	-	Based on 2 allele(s)	wzx:1;wzy:1;	O7-2-wzx-origin;O7-39-wzy;	100;100;	100;100;	NZ_CP011938.1;NZ_CP011938.1;	2006621-2008045;2002183-2002909;	1425;727;	v1.0 (11-03-2020)	-
GCF_001043215.1_ASM104321v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;99.933;	100;100;100;	NZ_CP011495.1;NZ_CP011495.1;NZ_CP011495.1;	3367021-3368268;3364744-3365910;3261993-3263489;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001051135.1_ASM105113v1_genomic	-	O78	H9	O78:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-3-wzx;O78-6-wzy;H9-1-fliC-origin;	100;100;99.95;	100;100;100;	NZ_CP007442.1;NZ_CP007442.1;NZ_CP007442.1;	2129047-2130462;2133189-2134310;1963950-1965962;	1416;1122;2013;	v1.0 (11-03-2020)	-
GCF_001183645.1_ASM118364v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012125.1;NZ_CP012125.1;NZ_CP012125.1;	2092142-2093389;2089865-2091031;1985915-1987411;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001183665.1_ASM118366v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012126.1;NZ_CP012126.1;NZ_CP012126.1;	2092143-2093390;2089866-2091032;1985916-1987412;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001183685.1_ASM118368v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012127.1;NZ_CP012127.1;NZ_CP012127.1;	2089529-2090776;2087252-2088418;1983302-1984798;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001276585.2_ASM127658v2_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP011113.2;NZ_CP011113.2;NZ_CP011113.2;	2071200-2072447;2068923-2070089;1964973-1966469;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001280325.1_ASM128032v1_genomic	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012635.1;NZ_CP012635.1;NZ_CP012635.1;	1846923-1848149;1850417-1851421;2025573-2027330;	1227;1005;1758;	v1.0 (11-03-2020)	-
GCF_001280345.1_ASM128034v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;100;	100;100;100;	NZ_CP012625.1;NZ_CP012625.1;NZ_CP012625.1;	2036375-2037634;2039787-2040849;2201327-2202376;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_001280385.1_ASM128038v1_genomic	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-3-wzx;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012633.1;NZ_CP012633.1;NZ_CP012633.1;	1884694-1885920;1888188-1889192;2125718-2127475;	1227;1005;1758;	v1.0 (11-03-2020)	-
GCF_001280405.1_ASM128040v1_genomic	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012631.1;NZ_CP012631.1;NZ_CP012631.1;	1861462-1862709;1862768-1863956;2080486-2082243;	1248;1189;1758;	v1.0 (11-03-2020)	-
GCF_001307215.1_ASM130721v1_genomic	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012802.1;NZ_CP012802.1;NZ_CP012802.1;	2657011-2658402;2659104-2660270;1252833-1254590;	1392;1167;1758;	v1.0 (11-03-2020)	-
GCF_001308065.1_ASM130806v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012868.1;NZ_CP012868.1;NZ_CP012868.1;	2532070-2533317;2534428-2535594;2638048-2639544;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_001308125.1_ASM130812v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP012869.1;NZ_CP012869.1;NZ_CP012869.1;	2532070-2533317;2534428-2535594;2638048-2639544;	1248;1167;1497;	v1.0 (11-03-2020)	-
